0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,824.6432165169201,1453.6936239641498,780.8502685851712,671.076355206286,776.9021506154115,1133.5104584721867,805.1535940805607,3046.3186706169013,1347.0192133950757,4170.187755615009,1026.0823221255396,817.6629728032101,1152.811232102892,1353.287972771019,1411.62676389966,1235.0283641185576,197.9857452413516,1162.5174756049453,940.2691574653778
822.2093186318369,0.0,704.3837004895537,868.942354812944,742.6066195615798,178.3837080551785,384.20053499759064,569.1039448057616,2221.6754540999814,809.4438143738643,3345.5445390980894,201.43910560861946,126.552014331643,615.2358330816803,815.7125737498083,662.3168404250641,410.3851476016376,874.0702533113846,624.9420765837336,240.23448931343603
1451.2597260790665,704.3837004895538,0.0,1094.958664129126,1371.6570270088096,695.2698678024116,320.1831654919631,794.3541652078275,2779.92874721861,560.684106793426,3344.9034074288966,759.6923987272473,825.0980455555808,520.5891161698574,394.1226057893514,42.06686006448956,733.3217574116278,1503.1206607586141,513.2911624258799,535.6744497175259
780.8502685851711,868.942354812944,1094.958664129126,0.0,853.6118186565316,738.3016877267634,1038.072647782221,322.67431477495256,2987.5120324977297,904.8231310828064,4093.709083855846,967.275684006368,942.8061149103609,719.2247358305506,956.8359181907583,1052.8918040646363,1158.5496923593942,832.7112032647185,710.5646461844217,839.7849665008955
655.4828363404331,746.6752067583448,1375.7256142055746,850.1269816585151,0.0,698.9341408568364,1055.5424487136115,730.0357193392675,2968.350660858326,1269.0512036365008,4059.21626750882,948.1143123669642,739.694963044635,1074.843222344317,1275.3199630124438,1333.6587541410852,1157.0603543599823,719.8089899597527,1084.5494658463701,862.3011477068025
778.0197360421283,178.38370805517846,691.769259117936,738.3016877267636,698.4170369718711,0.0,371.5860936259731,437.6971888054651,2297.6998646645316,638.9173918894899,3420.2432940540157,277.46351617317004,296.1970299677612,444.7094105973058,645.1861512654339,649.7023990534465,485.0839025575636,829.8806707216758,454.41565409935913,173.29841234464763
1131.0765605871036,384.2005349975907,320.183165491963,1046.8054970407288,1051.4738615168467,375.0867023104486,0.0,746.2009981194304,2459.745581726647,598.4343256028626,3307.8905822444376,439.50923323528446,504.9148800636176,558.3393349792942,431.872824598788,278.11630542747343,449.77445074317836,1182.9374952666512,551.0413812353164,215.49128422556282
805.1535940805607,569.1039448057614,794.3541652078272,322.67431477495256,733.520556337284,437.6971888054651,737.4681488609226,0.0,2686.907533576432,604.2186321615084,3793.1045849345473,666.6711850850697,679.4645652238578,418.6202369092523,656.2314192694603,752.2873051433378,857.9451934380957,857.0145287601082,409.96014726312336,539.1804675795972
3043.884772731819,2221.675454099982,2779.92874721861,2987.512032497731,2964.2820736615613,2297.699864664533,2459.7455817266473,2686.9075335764323,0.0,2884.9888611029205,4475.366926497595,2020.2363484913626,2311.217323798467,2690.7808798107367,2891.257620478865,2737.861887154121,2083.055540827764,3095.7457074113668,2700.48712331279,2315.7795360424925
1344.0059478097498,809.4438143738641,561.8383559516351,904.8231310828066,1264.403248739493,638.3644769154265,599.5885747610719,604.2186321615083,2884.98886110292,0.0,3792.351068746771,864.7525126115578,928.5042258749286,267.26826811078155,183.0492446333327,519.7714958871455,945.6139351926402,1395.8668824892977,256.7107618588949,626.8492093341414
