0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,4295.016752692292,7571.320958146613,4066.928482214433,3495.1893500327396,4046.365367788602,5903.700304542638,4193.50830250292,15866.243076129695,7015.725069766019,21719.727893828174,5344.178761070519,4258.661316683386,6004.225167202562,7048.37485818239,7352.222728644063,6432.439396450821,1031.1757564653728,6054.778518775756,4897.235195132176
4282.340201207484,0.0,3668.6651067164253,4525.741431317417,3867.7428102165613,929.0818127873879,2001.0444531124513,2964.0830458633413,11571.226323437402,4215.853199863876,17424.711141135882,1049.1620083782263,659.1250746439739,3204.353297300418,4248.502988280251,3449.5668772138756,2137.422643758529,4552.449235996794,3254.9066488736125,1251.2212985074793
7558.644406661804,3668.6651067164257,0.0,5702.909709005864,7144.0470156708825,3621.19722813756,1667.6206536039745,4137.261277124101,14478.79555843026,2920.2297228824273,17421.371913692168,3956.73124337108,4297.385653935316,2711.4016467180077,2052.721905152872,219.0982295025498,3819.3841531855614,7828.753441451116,2673.3914709681244,2789.971092278781
4066.9284822144327,4525.741431317417,5702.909709005864,0.0,4445.894888836102,3845.3212902435594,5406.628373865735,1680.595389452878,15559.958502592342,4712.620474389617,21321.401478415864,5037.894187533167,4910.448515158129,3745.9621657841176,4983.520407243533,5483.811479503314,6034.112981038511,4337.037517003742,3700.8575322105294,4373.880033858831
3413.973105939756,3888.9333685330457,7165.237573987368,4427.744696138099,0.0,3640.281983629356,5497.616920383393,3802.2693715586847,15460.159691970448,6609.641685606774,21141.751393275103,4938.095376911272,3852.57793252414,5598.141783043317,6642.291474023145,6946.139344484818,6026.356012291574,3749.0051560403786,5648.6951346165115,4491.1518109729295
4052.186125219418,929.0818127873878,3602.96489123925,3845.3212902435603,3637.588734228495,0.0,1935.3442376352764,2279.6728583617974,11967.186795127769,3327.6947494244264,17813.767156531332,1445.1224800685939,1542.6928644154227,2316.1948468609676,3360.3445378408014,3383.8666617367003,2526.478659153977,4322.295160008728,2366.748198434162,902.595897628373
5891.023753057831,2001.0444531124515,1667.620653603974,5452.111963753796,5476.42636206691,1953.5765745335862,0.0,3886.4635318720334,12811.174904826285,3116.8454458482424,17228.596782523113,2289.1105897671064,2629.7650003313415,2908.017369683824,2249.3376281186875,1448.5224241014241,2342.575264287387,6161.132787847142,2870.0071939339396,1122.3504386748064
4193.50830250292,2964.083045863341,4137.2612771241,1680.595389452878,3820.4195642566874,2279.6728583617974,3840.979941983972,0.0,13994.310070710582,3146.9720425078563,19755.7530465341,3472.245755651405,3538.8779438742595,2180.3137339023556,3417.871975361772,3918.163047621551,4468.464549156748,4463.61733729223,2135.2091003287674,2808.2316019770687
15853.56652464489,11571.226323437406,14478.795558430262,15559.95850259235,15438.969133653965,11967.186795127775,12811.174904826288,13994.310070710586,0.0,15025.983651577711,23309.202742174974,10522.06431505918,12037.590228117015,14014.483749014253,15058.63343999409,14259.697328927714,10849.247608477937,16123.675559434201,14065.037100587448,12061.351750221314
7000.030978175781,4215.8531998638755,2926.2414372480994,4712.620474389618,6585.433587184859,3324.814983934513,3122.857160213916,3146.9720425078553,15025.983651577708,0.0,19751.8284830561,4503.91933651853,4835.959509765253,1392.0222297436537,953.3814824652744,2707.1432077455497,4925.072579128334,7270.140012965092,1337.0352180150776,3264.839631948653
21707.05134234337,17424.71114113588,17421.371913692165,21358.455006122054,21292.45395135244,17813.76715653133,17228.596782523113,19792.806574240298,23309.20274217497,19745.816768690434,0.0,17049.66358302298,18083.836215779855,19325.512843102904,18878.30895096087,17570.467742567347,15956.213760478373,21977.160377132677,19376.066194676096,17277.99481297931
5331.502209585709,1049.1620083782263,3956.73124337108,5037.8941875331675,4916.904818594788,1445.122480068594,2289.110589767106,3472.2457556514046,10522.064315059177,4503.91933651853,17049.663583022982,0.0,1515.5259130578356,3492.419433955072,4536.569124934906,3737.6330138685303,1189.5770046170487,5601.611244375021,3542.9727855282663,1539.2874351621342
4245.984765198579,659.1250746439739,4297.3856539353155,4726.132596442506,3831.387374207656,1542.6928644154232,2629.765000331341,3539.358973461959,12037.590228117011,4835.9595097652555,18083.83621577986,1515.5259130578356,0.0,3824.459607201796,4868.60929818163,4078.2874244327654,2705.1029176748843,4516.093799987889,3875.0129587749907,1879.9418457263696
5988.531075612324,3204.3532973004185,2714.248940941538,3745.962165784118,5573.933684621402,2313.315081371055,2910.864663907354,2180.313733902355,14014.48374901425,1392.022229743654,19288.4593153967,3492.4194339550727,3824.459607201796,0.0,1656.0803713811874,2495.1507114389883,4001.1708180193464,6258.640110401635,187.47393959139694,2340.9378708396666
6958.344738312329,4088.662453616078,2052.7219051528714,4983.5204072435345,6543.747347321408,3204.879734567807,2249.3376281186875,3417.8719753617715,14898.79290532991,947.8101297094249,18878.308950960873,4376.728590270733,4708.768763517456,1656.0803713811877,0.0,1833.6236756503217,4569.232677007083,7228.453773101641,1601.0933596526115,3133.5792453526974
7339.5461771592545,3449.566877213876,219.09822950254983,5483.811479503314,6924.948786168333,3402.0989986350105,1448.5224241014246,3918.163047621551,14259.69732892771,2701.1314933798776,17570.46774256734,3737.6330138685303,4078.287424432766,2492.303417215458,1833.623675650322,0.0,3600.285923683011,7609.655211948566,2454.2932414655743,2570.872862776231
6419.762844966013,2137.4226437585294,3819.384153185561,6071.166508744713,6005.165453975092,2526.478659153977,2342.575264287388,4505.51807686295,10849.247608477932,5049.724248289005,15956.213760478377,1189.5770046170485,2705.102917674884,4038.2243457255468,4569.232677007083,3600.2859236830113,0.0,6689.871879755325,4088.7776972987413,1990.7063156019585
1031.1757564653728,4565.125787481604,7841.429992935924,4337.037517003743,3767.1553487383817,4316.474402577914,6173.80933933195,4463.61733729223,16136.352110919006,7285.83410455533,21989.836928617486,5614.28779585983,4528.770351472698,6274.334201991873,7318.483892971702,7622.331763433374,6702.548431240132,0.0,6324.887553565067,5167.344229921486
6039.0844271855185,3254.9066488736125,2673.3914709681244,3700.85753221053,5624.487036194596,2363.868432944249,2870.00719393394,2135.209100328767,14065.037100587446,1337.0352180150776,19339.012666969895,3542.9727855282667,3875.0129587749902,187.4739395913969,1601.0933596526115,2454.2932414655747,4051.724169592541,6309.19346197483,0.0,2391.491222412861
5127.411218204816,1237.4319182594365,2789.9710922787804,4688.499428900781,4712.813827213894,1189.9640396805714,1122.3504386748066,3122.850997019018,12047.56236997327,3667.0571684450747,17198.735952397907,1525.4980549140912,1866.1524654783263,2655.557265881616,3371.6880667934943,2570.8728627762307,1911.447455020554,5397.520252994127,2706.1106174548104,0.0
